单词,词频
"1)/2(cid:1)+

(1)

(1",1
"1).
ω0",1
"1).
r",1
"1).
While",1
"1).
There",1
"1).
The",1
"1).
Observing",1
"1).
Note",1
"1).
In",1
"1).
Hirschmuller",1
"1).
Being",1
1)-dimensional,1
"1),
∑q∈Np",1
"1),
that",1
"1),
accuracy",1
"1))

(17)

where",1
"1)!1n1⊤
n",1
"1)
ours",1
"1)
if",1
"1)
Then,",1
"1)
Ours:",1
"1)
IDeMe-Net",1
"1)

Figure",1
"1)

6629

or",1
"1)

(2)

+",1
1(i)).,1
1(e)),1
"1(d)),",1
"1(cid:27)

Z",1
"1(cid:27)

(19)

where",1
"1(cid:19)

(5)

This",1
1(cid:19),1
"1(cid:17)(α/2−1)
c2",1
"1(cid:17)
1",1
"1(cid:17)

−",1
"1(cid:12)(cid:12)
2",1
"1(c),",1
"1(c)),",1
1(b)).,1
"1(a,
b)),",1
"1(a).

Figure",1
"1(a),",1
1(a)).,1
"1(4):379–398,",1
"1(1):65–79,",1
"1!

α/2

−",1
"1
¨Ozg",1
"1
|A|",1
"1
x2",1
"1
where,",1
"1
summarizes",1
"1
respectively.",1
"1
presents",1
"1
in",1
"1
if",1
"1
for|x|",1
"1
are",1
"1
and",1
"1
[84]",1
"1
[83]",1
"1
[7]",1
"1
[6]",1
"1
[63]",1
"1
[62]",1
"1
[61]",1
"1
[5]",1
"1
[58]",1
"1
[46]",1
"1
[45]",1
"1
[43]",1
"1
[41]",1
"1
[40]",1
"1
[36]",1
"1
[34]",1
"1
[31]",1
"1
[29]",1
"1
[28]",1
"1
[25]",1
"1
[21]",1
"1
[20]",1
"1
[16]",1
"1
[14]",1
"1
[12]",1
"1
[11]",1
"1
[10]",1
"1
2

(x/c)2(cid:19)",1
"1
2

(x/c)2",1
"1
0.356
0.194",1
"1



q∈Np

(7)

Different",1
"1

≤",1
"1

…

Video
Frame",1
"1

ψ",1
"1

ǫ2

d(cid:0)g(lerp(f",1
"1

ǫ2

d(cid:0)G(slerp(z1",1
"1

xi",1
"1

x",1
"1

t",1
"1

subject",1
"1

s

k
c

Print

a

t
t

A

f

o
o
p

S

n

w

o
n
K

Replay

…

Makeup

Partial",1
"1

s

F

A

T

t

n

i

o
p
y
e

K

s

F

A

T

b

m

i

L

t
t+1

t
t+1

t
t+1

t
t+1

Large",1
"1

c

if",1
"1

[9]",1
"1

[8]",1
"1

[7]",1
"1

[50]",1
"1

[4]",1
"1

[44]",1
"1

[43]",1
"1

[40,",1
"1

[39]",1
"1

[37]",1
"1

[35]",1
"1

[33]",1
"1

[30]",1
"1

[27]",1
"1

[24]",1
"1

[23]",1
"1

[22]",1
"1

[21]",1
"1

[19]",1
"1

[18]",1
"1

[15]",1
"1

This",1
"1

Nr",1
"1

Nl",1
"1

N

∑

N

n=1

l",1
"1

N",1
"1

M",1
"1

L

e

a",1
"1

KF",1
"1

CA

i

i=0,1,2,3,4

(5)

C(p,",1
"1

8904

Relational",1
"1

6809

BubbleNets:",1
"1

6714

Methods
Captioning",1
"1

2d",1
"1

2326

Shifting",1
"1

2

5

10

–",1
"1

2

5

10

20

–",1
"1

2

5

10

20

Baselines

LR
Prototype",1
"1

(b)",1
"1

(13)
We",1
"1

(10)

This",1
"0”
model.",1
"0}
(9)

α",1
"0Njoint×Njoint

7:

6:",1
"0;
2:",1
"06×6

for",1
"06
τ",1
"008
55/5,",1
"003/0000468).

8647

References

[1]",1
"000k
iterations",1
"000
orthoimage",1
"000
in",1
0.999.,1
0.999).,1
"0.999),
where",1
"0.984

0.45",1
"0.969
0.985",1
"0.962
0.989",1
"0.961

INet",1
"0.960
0.990",1
0.96,1
"0.959
0.985",1
"0.955
0.990",1
"0.95.
Effect",1
"0.95
Motorbike
0.40",1
0.95,1
"0.934
0.986",1
"0.93
and",1
"0.92
0.45",1
"0.916
0.965

Table",1
"0.911
0.963
Ours,",1
"0.911
0.960
Ours,",1
"0.91
0.42",1
"0.91
0.39",1
"0.906
0.960
Ours,",1
"0.904
0.961
Ours,",1
"0.9.
At",1
"0.9.

Traditional",1
0.9).,1
0.9%,1
"0.895
0.953
Ours,",1
"0.89

0.44",1
0.89,1
"0.885
0.954
Baseline",1
"0.88,",1
0.84,1
0.83;,1
0.8.,1
0.76%,1
0.75,1
"0.74

0.73
0.67
0.96
0.45
0.77

Avg.

0.69",1
0.73).,1
0.73,1
0.724,1
"0.71
Duck
0.63",1
"0.7,",1
"0.7

ψ",1
"0.69

0.71

0.76
0.69
0.97
0.49
0.82

0.75

0.76
0.67
0.96
0.52
0.79

0.74

0.81
0.72
0.98
0.60
0.85

0.79

We",1
"0.682∼0.881
D",1
"0.68
CMU-Hotel
0.64

Average

0.52

0.55
0.59
0.92
0.25
0.64
0.90
0.81

0.59

0.65
0.56
0.94
0.27
0.72
0.94
0.87

0.65

0.69
0.59
0.93
0.34
0.70
0.92
0.86

0.66

0.66
0.56
0.93
0.28
0.71
0.94
0.92

0.71

0.72
0.63
0.95
0.40
0.73
0.98
0.94

0.76

0.71
0.67
0.95
0.37
0.73
0.98
0.96

0.77

1.00
0.932
1.00
1.00
1.00
1.00
1.00

0.99

1.00
0.96
1.00
1.00
1.00
1.00
1.00

0.99

To",1
"0.674∼0.794
D",1
"0.67
Face
0.95",1
"0.667/0.667,",1
"0.667),",1
"0.667
0.541
0.132

SSAA

Table",1
"0.657
0.02*",1
0.63s,1
0.62,1
"0.615∼0.749
MRF
localized",1
"0.615∼0.749
45.4*",1
"0.613∼0.757
53.7*",1
"0.6),",1
"0.557∼0.706
51.7*",1
"0.555∼0.832
D
D",1
"0.55
0.43",1
0.533∼0.752,1
"0.53
0.38",1
0.51,1
"0.50
0.42",1
"0.5,

x",1
"0.5,

for|x|",1
"0.5

ψ",1
"0.470∼0.724

CRF,",1
0.470∼0.724,1
0.45,1
0.43,1
"0.42

5.",1
"0.4,",1
0.4),1
"0.4
for",1
"0.3∗0.7
16",1
"0.38
0.33

50

40

30

20

10

s
e
c
n
e
d
n
o
p
s
e

r
r

o

C

%

Dense",1
"0.374
gFGR*
0.370

0.518
0.510
0.509

0.821
0.802
0.806

0.591
0.590
0.545

1.040
0.997
0.961

1.767
1.670
1.669

Table",1
"0.37
Winebottle",1
"0.37
0.31
0.06
0.27
0.22",1
0.37,1
0.349,1
"0.341
0.184",1
"0.34
0.28
0.06
0.22
0.18",1
0.338,1
0.33,1
0.32,1
"0.317
0.330",1
"0.312
0.255",1
"0.31
0.28
0.06
0.26
0.21",1
0.3),1
0.3%,1
"0.2],",1
0.29%,1
"0.29
0.19
0.04
0.12
0.11",1
0.29,1
"0.264
IV.",1
"0.25
and",1
0.24,1
"0.237
V.
IDppCM",1
0.232,1
"0.230

0.264
0.260
0.243
0.221
0.212

0.384
0.381
0.285
0.268
0.263

Table",1
0.23,1
0.229,1
0.227,1
"0.21
0.20
0.06
0.23
0.18",1
0.21,1
0.20,1
"0.2.
Fig.",1
0.2),1
"0.2
yields",1
0.1],1
0.1GB,1
"0.19

table",1
0.189,1
0.188,1
"0.187
2.407",1
"0.18
0.63",1
0.18,1
0.17,1
0.15.,1
"0.15
0.36",1
0.14%,1
"0.14
0.31",1
0.14,1
"0.12
0.56",1
"0.12
0.53",1
"0.11
0.56",1
"0.11
0.12
0.07
0.19
0.13",1
0.11,1
"0.1

PCK",1
"0.09
0.33",1
"0.09
0.13
0.06
0.19
0.13",1
"0.08
for",1
"0.08
0.37
Ours-Dense
0.29",1
0.075,1
"0.07
0.45

bus
car
chair
0.22",1
"0.07
0.43
Ours
0.35",1
"0.07
0.39
Ours-Undirected",1
"0.07
0.21
FlowWeb
0.31",1
"0.06
0.33
DSP
0.19",1
0.06,1
"0.05s.

5.3.",1
0.05s,1
0.05.,1
0.05).,1
"0.05
0.36
CollectionFlow",1
"0.05
0.21
RASL
0.18",1
0.043).,1
0.04,1
"0.03.
Since",1
0.03,1
0.02.,1
0.02,1
0.012,1
"0.011),",1
"0.01.
To",1
0.01.,1
"0.01
to",1
0.008,1
0.0015,1
"0.001,",1
"0.0005,",1
0.0002,1
"0.0001,",1
0.0001,1
"0.00001,",1
"0.
Though",1
"0.
The",1
"0.

J",1
"0,α,1)
exp(−ρ(x,0,1)−log(Z",1
"0,0

n",1
"0,
others;

h(j",1
"0,
(5c),",1
"0,

|u|",1
"0,

(10)

which",1
"0)}.

The",1
"0)2+max(ljk

min−djk

i

djk

i",1
"0)
0.486
0.163
0.102
0.396
LGcGAN",1
0(cid:9),1
"0(cid:17)

max",1
"0%
50%
f",1
"0
trained",1
"0
the",1
"0
dH",1
"0
0.350",1
"0
(‘IDeMe-Net",1
"0

∂",1
"0

ψ",1
"0

xi

)T",1
"0

xi

)2

(10)

4.",1
"0

xi

(9)

where",1
"0

xi

(6)

)

(7)

N

xi

xi

w
1−w

where",1
"0

xi",1
"0

where",1
"0

t",1
"0

f

Video
Frame",1
"0

Xi

Xi

tribution",1
"0

Xi

Xi

+c",1
"0

M",1
"0

Frame",1
"0

(11)

(12)

This",1
"0

(10)

The",1
"/79.5
–",1
"/78.4
49.9/79.1
50.9/78.8
49.5/79.0

–",1
"/74.6
–",1
"/73.7
–",1
"/72.1
44.9/74.8
43.9/74.6
44.1/74.7

–",1
"/60.9
–",1
"/57.4
35.8/66.1
31.5/61.2
33.8/63.9

–",1
"/51.0
29.4/57.7
32.3/61.3
29.9/58.1

–",1
"/47.3
–",1
/4)∇v,1
"/35.9
26.0/54.7
22.7/48.4
24.3/51.1

–",1
"/28.2
20.1/41.6
22.9/47.9
20.8/43.1

–",1
"/2.

by",1
"/2,
x",1
"/16.3
18.3/42.8
15.9/36.6
17.1/39.2

–",1
"/
not",1
.999.,1
".952
.952
.950
X",1
".949
.951
.948
X",1
".948
.948
.946
X",1
".938
.943
.941
X",1
".906
.916
.917

Table",1
".897
.908
.910
X",1
".895
.907
.909
X",1
".892
.907
.908
X",1
".295
.290
.289
.244
.209
.197
X",1
".258
.254
.253
.264
.254
.250
X",1
".228
.223
.221
.410
.430
.438
X",1
".210
.204
.202
.378
.394
.403
X",1
".207
.179
.171
.493
.528
.539
X",1
".201
.196
.195
.414
.439
.448
X",1
".148
.121
.111
.491
.528
.546
X",1
".147
.128
.123
.443
.499
.524

INVERT",1
".133
.111
.105
.499
.568
.597
X",1
".131
.113
.109
.477
.550
.578
X",1
".129
.107
.102
.507
.574
.599
X",1
".126
.105
.101
.539
.605
.631
X",1
".121
.099
.093
.542
.582
.594

Table",1
..xM,1
...xT,1
...uT,1
...cT,1
".
return",1
".
To",1
".
This",1
".
Sub-volume",1
".
Relation",1
".
Question",1
".
Quantitative",1
".
Our",1
".
Next,",1
".
Left:",1
".
In
the",1
".
If",1
".
Here",1
".
Gradient",1
".
GcGAN-Mix-{comb,",1
".
For",1
".
Figure",1
".
Discriminator",1
".
Deﬁnition",1
".
COAR",1
".
As",1
".
Apart",1
".
An",1
".
Although",1
".
4.1.",1
".
(b)",1
".




w0",1
".

∂Vi

∂L

∂Xi

=",1
".

˜X
We",1
".

{vt,j",1
".

ble",1
".

Theorem",1
".

Template",1
".

Task",1
".

Results.",1
".

Now",1
".

MR",1
".

Let",1
".

Inverse",1
".

In",1
".

General",1
".

Full",1
".

For",1
".

F

Proposition",1
".

CA
r",1
".

6.",1
".

4.",1
".

3.6.",1
".

3.1.2",1
".

3.1.",1
".

2)",1
".

2",1
".

1:",1
".

178

The",1
".

11109

Figure",1
".

11108

ij

The",1
".

(9)

We",1
".

(9)

Overall",1
".

(9)

In",1
".

(9)

Figure",1
".

(8)

Then,",1
".

(8)

The",1
".

(8)

Lreal
clsf",1
".

(6)

For",1
".

(6)

During",1
".

(6)

As",1
".

(5)

i.e.",1
".

(5)

Note",1
".

(5)

Here,",1
".

(4)

This",1
".

(4)

Scale-invariant",1
".

(3)

The",1
".

(3)

For",1
".

(3)

4504

MLP

θ

β

SMPL

Regressed",1
".

(2)

We",1
".

(2)

Remark",1
".

(2)

Notice",1
".

(2)

Empirically",1
".

(1)
When",1
".

(1)

We",1
".

(1)

The",1
"-norm.

3.3.",1
-norm.,1
-domain,1
-distinct,1
-distance,1
-compressed,1
-TRA,1
"-CONV(Fℓ−1

PNℓ−1

),

(4)

PNℓ

where",1
-90◦,1
"-53%

Figure",1
"-)

1×1",1
"-
of",1
"-
Gallery’:",1
",ℓ},",1
",ℓ}
and",1
",…,	&)",1
",p,and",1
",Pi∈On×m

kIi+2",1
",PO

i

kIi+2",1
",3

τF",1
",3

Sph",1
",3

)

v

;

τ
(

I

t

n

e

i

s

n

a

r

t

v

visible",1
",2

Sph",1
",1

τF",1
",1

xF",1
",1

pathlength",1
",
Σf",1
",
|x|",1
",
{Bi",1
",
while",1
",
which",1
",
whereas",1
",
we",1
",
via",1
",
using",1
",
trace(Y)",1
",
threshold",1
",
the",1
",
that",1
",
size",1
",
shown",1
",
respectively.",1
",
otherwise,
(6)
where",1
",
kx",1
",
g(xi",1
",
denotes",1
",
data",1
",
between",1
",
as",1
",
St",1
",
Srinivasa",1
",
Rahul",1
",
Noah",1
",
Chen",1
",
1.0",1
",

∀(p,",1
",

then",1
",

k",1
",

j",1
",

hp",1
",

We",1
",

The",1
",

Ld2m",1
",

610858

0

10

20

30
40
50
Max",1
",

4686

Table",1
",

2.4e−4",1
",

+",1
",

(p,",1
",

(9)

where",1
",

(7)

where",1
",

(6)

where",1
",

(5)

(6)

px",1
",

(3)

q∈N",1
",

(2)
where",1
",

(2)

B",1
",

(14)

(15)

i

measures",1
",

(13)

Therefore,",1
",

(12)

τ",1
",

(12)

Lmultiview",1
",

(1)

Figure",1
",	&(",1
+−1/2∆d,1
+Sem+StagedApp,1
"+DV

MK
10C+S2+DV
MK+DO+S2+FS
MK+S2+FS
S2+FS+DV

10C+S2+DV

0.481∼0.606

0.539∼0.667

X",1
+BSIF,1
"+69%

Frame",1
"+
∆t,",1
"+
YUV”",1
"+
SIL",1
"+
Adversarial",1
"+
(Figure",1
"+

∂",1
"+

min

x∈X

d(x,",1
"+

Xk=1",1
"+

T

X

t=0

βtLcls
t

(10)

t

Here",1
"+

Ns

X

k=1

I",1
*The,1
"*/
if",1
"*/
8:",1
"*
Yu-Xiong",1
"*
Y
50.0
91.80",1
"*
93.86",1
")



,",1
)∗Wi+1+bi+1,1
")∗PT
i",1
)−G((Ii,1
)−1)2,1
")−
2",1
")∈Xi

pθ",1
")∈X

L(fθ",1
")∈Q

−logPθ",1
")∈E
Xij",1
")∈E
1
exp(cid:16)2β",1
")∈E

kf",1
")∈E

Pgnd

ij",1
")∈E

(p,q)∈B

where",1
")∈E

(p,q)∈B

E

v∼Ppt

dDpt

(f",1
")}N

∗",1
")},
where",1
)||P,1
")||,

k∈Nt",1
")|],
1
σX
1
σY

(kxi",1
")|Xi,j",1
")|).
The",1
")yk

M",1
")yk

(8)

where",1
)wkiTk,1
")vt,j

(2)

(3)

where",1
)log(cid:0)(1,1
)log(1,1
")k2
F

We",1
")k2
F

To",1
")k2
F

(9)

The",1
")k2

nip",1
")],

Lbone",1
")]

(11)

where",1
")VT

i

(12)
where",1
)Nyk,1
)Jspatial,1
");

is",1
"):

xL",1
"):

XM",1
"):

Lgen

B",1
"):

CA",1
")2

e−

vzk

=",1
")2

e−

vyk

(14)

With",1
")2

e−

vyk

(12)

which",1
")2

e−

vyk

(11)

xi

xi

M",1
").
output:",1
").
We",1
").
This",1
").
The",1
").
Note",1
").
In",1
").
A",1
").

−→",1
").

r",1
").

age",1
").

We",1
").

Model",1
").

Geometry-consistency",1
").

Finally",1
").

4.",1
").

3.3.",1
").

3.2.",1
").

(8)

3.4.2",1
").

(7)

We",1
").

(6)

dmin

Note",1
").

(3)

We",1
").

(11)

The",1
").

(10)

j",1
").

(1)

More",1
"),
∑q∈Np",1
"),
which",1
"),
is",1
"),
Update",1
"),
Saliency-shift-aware",1
"),

∆Et+1",1
"),

ψ(xi",1
"),

xR",1
"),

t−1",1
"),

t",1
"),

close",1
"),

Salient",1
"),

(cid:3)

(cid:3)

(cid:3)

hi",1
"),

(9)

10989

and",1
"),

(5)

J

∑

j=1

where",1
"),

(4)

where",1
"),

(3)

note",1
"),

(2)

The",1
"),

(10)
where",1
"),

(1)

where",1
"),

(1)

Here",1
")+

q

X

j=1

(α3Lj

route+α4Lj
uniq",1
")+

LVGG",1
"))δ(˜ht−1

n",1
"))δ(ht

n",1
"))δ(h0

n",1
))δ(eij,1
"))p(a0

1:N",1
"))i

(4)

where",1
"))]

(9)

where",1
"))]

(5)

Structural",1
"))]

(4)

where",1
"))]

(17)

where",1
"))2

(",1
))/2(cid:1)(cid:3)i,1
")),
i",1
")),

(3)

where",1
")))].

Here,",1
"))
rk",1
"))

Cat(at

n",1
"))

(9)

The",1
"))

(8)

where",1
"))

(7)

One",1
"))

(5)

In",1
"))

(16)

as",1
")(cid:3)
cﬁn",1
")(cid:17),

{At",1
")(cid:17)

Zij

ij

p(Pij",1
")(cid:13)(cid:13)(cid:13)(cid:13)

(6)

where",1
")(cid:13)(cid:13)

Pi

2

F

3.3.",1
")(cid:12)(cid:12)(cid:12)
(5)
Then,",1
")(cid:1).

This",1
)(cid:1)(cid:17),1
")(cid:1)
where:",1
")
∆d

(4)

ru,s",1
")
σ(xi",1
")
using",1
")
use",1
")
takes",1
")
log(1",1
")
if",1
")
dH",1
")
can",1
")
at",1
")
as",1
")
Benchmark",1
")
BNLF
120.5
121.6
121.7
120.3
120.7

122.9
122.0
123.8
122.0
123.4

BN0
124.1
125.2
125.2
125.2
123.6

Mean",1
")
BN0
BNLF
+",1
")
7
92.8
E
(2D-Ed,",1
")
4
93.0
C
(3D-Ed,",1
")
2

.

(3)

3.3.",1
")
2

,

˜xR",1
")
10
≈",1
")
10
93.6
(3D-cosd,",1
")
0.549
0.199
0.139
0.526
GcGAN-rot-Seperate
0.575
0.233
0.170
0.545
GcGAN-Mix-comb
0.573
0.229
0.168
0.545
GcGAN-Mix-rand
0.564
0.217
0.156
0.547
GcGAN-rot",1
")
/*Described",1
")

≤",1
")

∇v",1
")

˜hi",1
")

˜S",1
")

{z

}

(12)
where",1
")

where",1
")

t

t

−",1
")

share
parameters

IN

""EF

&

JN

IKM

""EO",1
")

reconstruction.",1
")

r

The",1
")

p(a0

1:N",1
")

lc

(14)

where",1
")

k+1",1
")

k
t
a",1
")

j",1
")

i=1",1
")

h(j",1
")

exp(w1
T",1
")

Warp

Residual

Residual",1
")

T

Y

t=1

p(at

1:N",1
")

Sph",1
")

Shared

K-Net

R-Net

Depth",1
")

Refined",1
")

P(JM
&",1
")

Nxi",1
")

N

Y

j=1

δ(αij",1
")

Lmcc,κ",1
")

I(ξ⋆",1
")

Figure",1
")

CA

+",1
")

=",1
")

63.7
42.0
63.1
58.9

Ablation",1
")

1
|B",1
")

1

Ki",1
")

1

Figure",1
")

1",1
")

0

(3)

3.4.",1
")

.

(14)

Since",1
")

.",1
")

,",1
")

+

|",1
")

+",1
")

(cid:0)xt
j",1
")

(8)

which",1
")

(8)

where",1
")

(8)

Figure",1
")

(6)

where",1
")

(5)

Action",1
")

(4)

where",1
")

(4)

Note",1
")

(4)

After",1
")

(3a)

(3b)

(3c)

(3d)

Equation",1
")

(3)

where",1
")

(3)

Here,",1
")

(3)

Following",1
")

(24)

where",1
")

(21)

where",1
")

(2)

where",1
")

(2)

A",1
")

(18)

where",1
")

(18)

and",1
")

(16)

Note",1
")

(15)

The",1
")

(14)

4.",1
")

(10)

where",1
")

(10)

and",1
")

(1)

Where",1
")

(1)

3.3.",1
")

(1)

(2)

where",1
")

(",1
"(𝜒|𝜏)

Language	Decoder

Figure",1
(ﬂoors,1
(ﬂoating-point,1
(ﬂoating,1
(ﬁve,1
(−G−1∇,1
(−CA,1
"(−1,",1
"(∆ξ)−1
∆ξ",1
(∆ξ)−1,1
(∆ξ)T,1
"(∆ξ)

(6)

where",1
(∆ξ),1
(ℓ(·),1
(“→”,1
"(“with-
out",1
"(“w/o
d.",1
(“reproduced”).,1
(“locale”),1
(“as,1
(‘use’,1
"(‘IDeMe-
Net",1
(ω)s(ω)(ω,1
(θ)|yj,1
(θ)xi,1
"(θ)

data",1
(αmax,1
(α1⊤,1
(α))),1
"(α)

exp",1
"(˜ht−1
n",1
"(˜ht−1
i

,",1
(×15,1
"(·).
In",1
"(·),
with",1
"(·),
and",1
"(·)
is",1
(|x|+,1
(|wt→t+1,1
(|p1,1
(|Rpose,1
(|Rdirection,1
(|Raspect,1
({eij,1
(z)].,1
(z).,1
"(z),",1
"(z)
and",1
"(yellow,
left).",1
"(yellow),",1
"(yellow
and",1
"(y)]
+",1
(y)).,1
"(x◦s)[u]
Pu∈Λ",1
"(x◦s)[u]

.

(6)

Reconstructing",1
(x◦s)/,1
(x◦s).,1
"(xt
i",1
"(x/c)2(cid:17)




α/2

|α−2|
α",1
"(x/c)2(cid:17)

2x
x2+2c2
x
|α−2|",1
"(x/c)2
|α−2|",1
"(x/c)2
x

if",1
"(x/c)2
(x/c)2",1
"(x/c)2

|α",1
"(x/c)2

log",1
(x/c)2,1
(x)◦s.,1
(x)}.,1
"(x)||2

2

(3)

+",1
"(x)||2

2",1
(x)|,1
"(x)]i=1,...,",1
"(x)]

!

=",1
(x)[u].,1
"(x)[s(u)](cid:13)(cid:13)(cid:13)

,

(3)

is",1
(x)/∂x,1
(x)/,1
"(x).

(5)

By",1
(x))k1,1
"(x)),",1
(x)))k1,1
"(x)))].

(3)

In",1
(x))).,1
(x))),1
"(x)(cid:12)(cid:12)(cid:12)
where",1
"(x)
and",1
"(x)

,

p(cid:13)(cid:13)(cid:13)2

(2)

where",1
(x(j,1
"(x

′",1
(wrist,1
"(wp

i,k

−",1
"(wp

i",1
"(with
padding",1
"(with
human",1
(window,1
(who,1
(white,1
"(which
may",1
(where,1
"(we
set",1
"(we
apply",1
"(wc

i,k

−",1
(watertight),1
(w0...4,1
"(w
object",1
"(vt,jWv",1
(voices,1
(visual,1
(variational,1
(v)k,1
"(v):

τF",1
(v):,1
"(v).

Figure",1
"(v).

Deﬁnition",1
"(v).

4.",1
"(v),
the",1
"(v))

(3)
where",1
"(v)
and",1
"(v)

τF",1
"(v)

v
v

vy

V

τ

vx

vx

vx

vy

vy

(a)",1
"(v)

2

V

vs
v
vd
Figure",1
"(using

the",1
(using,1
(used,1
"(unseen)3

15.22
11.97

9.48

9.79
7.85
7.53
6.62
4.87

6.01
6.12

4.21

18.3
26.6
32.5
44.0
96.0

50.8
49.5

66.8

13.2
20.4
25.3
35.0
53.5

43.1
43.0

60.5

12
18
23
28
1

35
38

59

Table",1
"(unseen)

10.13

2.78

73.8

75.0
76.6
77.2
76.7
73.9

79.7

66.4

66.7
67.4
67.6
66.9
66.4

73.0

-

11.46
14.84
15.00
14.83
14.51

9.12

6.62

6.09
5.88
6.02
6.29
6.47

4.17

45.0

50.1
51.9
50.5
46.5
44.8

35.5

42.8
42.5
40.6
37.7
35.7

69.31

61.3

Table",1
(unseen),1
"(unpublished),",1
(unpaired),1
(uniform,1
(ukWu,1
"(ua
t",1
(typically,1
(typical,1
"(typi-
cally,",1
(two,1
(trust-region),1
"(truncation,",1
"(translucent,
glossy,",1
"(translation,",1
(translation,1
"(train)
RCM",1
"(train)
2",1
"(tracks)
semi-automatic",1
(totally,1
"(top-left),",1
"(top-25)

Ours",1
"(top-25)

1

1

1

1

1

5

7

7

7

7

7

72.5",1
(top).,1
(top),1
"(top
row),",1
(thus,1
"(through
residual",1
"(through
map",1
(there,1
"(the
primary",1
(that,1
(tennis,1
(target),1
(taking,1
(systematic),1
(surface,1
(supplemental,1
(summarized,1
"(sug-
gesting",1
(subset,1
(starting,1
"(start
moving)",1
"(standard)

(c)",1
(standard,1
(st+1,1
(squared,1
(sources,1
(source,1
"(sky),
the",1
"(sky),",1
"(sky)

(b)",1
(single-channel),1
"(sin)

round
harmonic
sinus

−1.5",1
(signiﬁed,1
"(si-RMSE),",1
(shifted,1
"(shapes+parts+pixels)

1

1

1

1

1

(256×256)

(64×64)

7

7

7

7

7

70.43

157.13

37.26

32.62

31.63

41.45

109.49

23.22

18.02

16.61

Table",1
"(shapes+parts)

Ours",1
"(shapes)

Ours",1
(shape),1
(separated,1
"(semi-)global,",1
(semi-)global,1
(self),1
(seeing,1
"(see
section",1
"(see
Section",1
(section,1
"(second).
Since",1
(second,1
"(say,
squared",1
"(say,",1
(sampled,1
"(same)
27
48",1
"(same
as",1
(same,1
(sMCL),1
"(s)

X

X

X

X

0.42
0.54
0.015

-
0.32
0.01

Method

Type

3D-EPN",1
(rﬁn,1
(rxi,1
(rows).,1
"(rot),",1
"(rot)

GcGAN

GcGAN",1
"(rot)

Figure",1
"(right,",1
"(right).

Mono
Mono-Mono
Predicted",1
"(right).

In",1
"(right).

CycleGAN",1
"(right)).

151

Data

MD

NYU

Visibility
Est.
Implicit
VisibSparse
VisibNet
VisibDense
Implicit
VisibSparse
VisibNet
VisibDense

MAE
SSIM
20%",1
(resized,1
(represented,1
(relations),1
(registration,1
(reg.,1
"(red-green-blue-near-
infra-red)",1
"(red-
green-blue-white)",1
(red).,1
"(red)
indicate",1
(randomly,1
"(random)
visual",1
"(random)
deep",1
(r-PPG),1
"(r,ρ)
(p,q)",1
"(r,ρ)

−1

dA",1
"(r,ρ)

=

ZX

(cid:12)(cid:12)(cid:12)

Figure",1
"(q))(cid:1),
where",1
"(purple),",1
(purple,1
(pseudo,1
(principal,1
"(post)-processing
(top).",1
(positive),1
(positive,1
(point,1
(plastic,1
(places),1
(pinnae),1
"(phones,",1
(perm.),1
(per-frame),1
(pdm),1
(particularly,1
"(partial)
edge",1
(paraboloid,1
"(p)|
DMVS",1
(p)Cpa,1
(p)Cep,1
(p)/¯γ,1
"(p).

(3)

The",1
(p))−,1
"(p)).

(9)

The",1
"(p)),

(9)

where",1
"(p)),

(1)

A",1
"(p)
is",1
"(p)

p

p",1
"(p)

(1)

where",1
"(overlapping)
1350
2400
135K
240K

Total

50
3750
375K

Table",1
(over-)ﬁt,1
(over,1
(outer,1
"(ours)

ℓ2(log)

ℓ2

0.213
0.202

0.319
0.280

diffuse
0.856
0.772

Table",1
"(ours)

(d)",1
"(ours)

(c)",1
"(orange).
We",1
(orange,1
"(or,",1
"(optimized)
visual",1
"(optimized)
deep",1
(optimization,1
(one,1
(often),1
(occupied,1
(obtained,1
(objective,1
(object-saliency),1
"(object),",1
"(n−1)2
tered",1
"(n−1)2
j=1

t",1
"(n−1)2
RN",1
"(n−1)2

to",1
"(n−1)2

Proposition",1
(n×ci×hi×wi,1
(number,1
(novel),1
(next,1
(new),1
(negative),1
(naug,1
"(mug,",1
"(ms)

Small

Medium

Large

Small

Medium

Large

I

C

P

Point-Plane",1
"(mostly
20-25",1
(mostly,1
(more,1
"(model
G)",1
"(model
D)",1
(minus,1
"(minimal,",1
(miniImageNet,1
"(mini-
batch",1
"(milli-
to",1
"(middle,",1
(middle).,1
"(middle),
and",1
"(middle),",1
"(middle)
is",1
(middle),1
"(methodological),
pages",1
"(megabytes)
of",1
(mean,1
"(max),",1
(matrices,1
"(marginally,",1
"(map,",1
"(man
and",1
(mRPE),1
(mR@K).,1
(mIoU),1
(m-kNN),1
(looking,1
(locations,1
"(location,",1
(localize),1
"(line
segments)",1
"(like
walking)",1
"(lerp).
Table",1
(left/right,1
"(left).
Then",1
"(left)
plots",1
"(last
5%).",1
"(largest-scale).
Utilizing",1
(language),1
(labeled,1
(kup,1
(kettle),1
(kRsi,1
(k1L)2,1
(just,1
(its,1
(intensity),1
"(instruments),",1
"(input
is",1
(indicative,1
(indicating,1
(incl.,1
"(in-
crease",1
"(in
pixels)",1
(implementation,1
"(im-
age",1
(ignored,1
"(i7-5920K),",1
(i7-3960X),1
"(i.e.,
surface",1
"(i.e.,
g",1
